,date,stop_id,am_rush,pm_rush,full_day
2527,2018-02-10,place-rbmnl,680,445,1908
2528,2018-02-10,place-rcmnl,323,851,2004
2529,2018-02-10,place-river,230,387,1060
2530,2018-02-10,place-rugg,850,1570,4410
2531,2018-02-10,place-sbmnl,457,628,1934
2532,2018-02-10,place-sdmnl,70,95,266
2533,2018-02-10,place-shmnl,374,256,1117
2534,2018-02-10,place-smmnl,324,239,1036
2535,2018-02-10,place-spmnl,38,382,667
2536,2018-02-10,place-sstat,898,2437,6504
2537,2018-02-10,place-state,352,2198,4710
2538,2018-02-10,place-sull,1413,1547,4839
2539,2018-02-10,place-symcl,160,613,1599
2540,2018-02-10,place-tumnl,435,988,2605
2541,2018-02-10,place-welln,817,1019,3162
2542,2018-02-10,place-wimnl,394,372,1258
2543,2018-02-10,place-wondl,1154,857,3382
2544,2018-02-10,place-wtcst,31,288,595
2545,2018-02-11,place-alfcl,561,745,2477
2546,2018-02-11,place-andrw,512,495,1827
2547,2018-02-11,place-aport,1026,925,3777
2548,2018-02-11,place-aqucl,139,760,1895
2549,2018-02-11,place-armnl,232,841,2343
2550,2018-02-11,place-asmnl,775,575,2435
2551,2018-02-11,place-astao,105,556,1161
2552,2018-02-11,place-bbsta,444,2025,4659
2553,2018-02-11,place-bmmnl,410,254,1098
2554,2018-02-11,place-bomnl,38,176,450
2555,2018-02-11,place-boyls,288,1199,3069
2556,2018-02-11,place-brdwy,307,493,1592
2557,2018-02-11,place-brntn,255,263,1060
2558,2018-02-11,place-ccmnl,168,285,972
2559,2018-02-11,place-chncl,319,1217,3143
2560,2018-02-11,place-cntsq,1035,2236,6232
2561,2018-02-11,place-coecl,656,2705,6050
2562,2018-02-11,place-crtst,83,284,589
2563,2018-02-11,place-davis,886,1095,3775
2564,2018-02-11,place-dwnxg,703,3387,7414
2565,2018-02-11,place-fldcr,603,400,1696
2566,2018-02-11,place-forhl,1198,913,3900
2567,2018-02-11,place-gover,167,712,1698
2568,2018-02-11,place-grnst,271,203,937
2569,2018-02-11,place-haecl,998,1450,4625
2570,2018-02-11,place-harsq,1096,2965,7730
2571,2018-02-11,place-hymnl,433,1812,4441
2572,2018-02-11,place-jaksn,556,493,1794
2573,2018-02-11,place-jfk,445,532,1705
2574,2018-02-11,place-kencl,641,1097,3560
2575,2018-02-11,place-knncl,500,1244,3331
2576,2018-02-11,place-lech,277,1015,2246
2577,2018-02-11,place-masta,404,814,2315
2578,2018-02-11,place-mlmnl,1388,618,3587
2579,2018-02-11,place-mvbcl,1471,1111,4379
2580,2018-02-11,place-north,530,3771,6049
2581,2018-02-11,place-nqncy,966,481,2384
2582,2018-02-11,place-ogmnl,494,323,1582
2583,2018-02-11,place-orhte,418,293,1367
2584,2018-02-11,place-pktrm,562,2132,5151
2585,2018-02-11,place-portr,564,937,2892
2586,2018-02-11,place-prmnl,206,887,2054
2587,2018-02-11,place-qamnl,200,192,778
2588,2018-02-11,place-qnctr,656,480,1977
2589,2018-02-11,place-rbmnl,468,235,1229
2590,2018-02-11,place-rcmnl,244,376,1172
2591,2018-02-11,place-river,94,130,465
2592,2018-02-11,place-rugg,590,944,2847
2593,2018-02-11,place-sbmnl,321,286,1123
2594,2018-02-11,place-sdmnl,37,57,154
2595,2018-02-11,place-shmnl,213,168,660
2596,2018-02-11,place-smmnl,245,136,665
2597,2018-02-11,place-spmnl,29,287,481
2598,2018-02-11,place-sstat,587,2142,5486
2599,2018-02-11,place-state,252,1300,2753
2600,2018-02-11,place-sull,889,672,2998
2601,2018-02-11,place-symcl,66,221,546
2602,2018-02-11,place-tumnl,278,728,1901
2603,2018-02-11,place-welln,444,437,1724
2604,2018-02-11,place-wimnl,279,257,828
2605,2018-02-11,place-wondl,689,500,2170
2606,2018-02-11,place-wtcst,24,223,403
2607,2018-02-12,place-alfcl,7259,2460,11181
2608,2018-02-12,place-andrw,2389,1788,5756
2609,2018-02-12,place-aport,2489,1614,6452
2610,2018-02-12,place-aqucl,272,2326,3905
2611,2018-02-12,place-armnl,704,4279,6754
2612,2018-02-12,place-asmnl,4987,1612,8825
2613,2018-02-12,place-astao,730,1621,3099
2614,2018-02-12,place-bbsta,3573,8312,15420
2615,2018-02-12,place-bmmnl,1706,482,2871
2616,2018-02-12,place-bomnl,150,1327,2090
2617,2018-02-12,place-boyls,682,2370,5096
2618,2018-02-12,place-brdwy,2314,2355,6031
2619,2018-02-12,place-brntn,2678,591,4335
2620,2018-02-12,place-ccmnl,1086,2242,5549
2621,2018-02-12,place-chncl,777,2709,5747
2622,2018-02-12,place-cntsq,5053,5863,14558
2623,2018-02-12,place-coecl,2252,5681,11421
2624,2018-02-12,place-crtst,241,1125,1829
2625,2018-02-12,place-davis,7758,1843,11504
2626,2018-02-12,place-dwnxg,2168,15293,23932
2627,2018-02-12,place-fldcr,2497,1067,4956
2628,2018-02-12,place-forhl,7755,2397,13398
2629,2018-02-12,place-gover,718,4323,6858
2630,2018-02-12,place-grnst,1985,640,3289
2631,2018-02-12,place-haecl,2959,3408,9687
2632,2018-02-12,place-harsq,5072,7829,18215
2633,2018-02-12,place-hymnl,1373,3172,6876
2634,2018-02-12,place-jaksn,2246,1385,4842
2635,2018-02-12,place-jfk,2383,3603,8861
2636,2018-02-12,place-kencl,1191,2966,6415
2637,2018-02-12,place-knncl,1689,11432,16665
2638,2018-02-12,place-lech,1833,2330,5574
2639,2018-02-12,place-masta,1685,2702,6150
2640,2018-02-12,place-mlmnl,7437,1452,11461
2641,2018-02-12,place-mvbcl,5279,2359,10420
2642,2018-02-12,place-north,5508,5052,16422
2643,2018-02-12,place-nqncy,5297,1661,8628
2644,2018-02-12,place-ogmnl,4863,652,6538
2645,2018-02-12,place-orhte,2296,689,3980
2646,2018-02-12,place-pktrm,1730,9944,15936
2647,2018-02-12,place-portr,5201,1388,8087
2648,2018-02-12,place-prmnl,629,1534,3152
2649,2018-02-12,place-qamnl,3387,569,4695
2650,2018-02-12,place-qnctr,5094,1226,8077
2651,2018-02-12,place-rbmnl,1464,565,2918
2652,2018-02-12,place-rcmnl,1559,1808,4756
2653,2018-02-12,place-river,781,481,1629
2654,2018-02-12,place-rugg,2054,5457,10624
2655,2018-02-12,place-sbmnl,2232,601,3445
2656,2018-02-12,place-sdmnl,188,51,314
2657,2018-02-12,place-shmnl,1270,426,2209
2658,2018-02-12,place-smmnl,1420,322,2398
2659,2018-02-12,place-spmnl,121,365,657
2660,2018-02-12,place-sstat,5972,11540,21570
2661,2018-02-12,place-state,871,9295,13757
2662,2018-02-12,place-sull,4000,2372,8799
2663,2018-02-12,place-symcl,423,603,1470
2664,2018-02-12,place-tumnl,1090,3427,6265
2665,2018-02-12,place-welln,4245,1198,6592
2666,2018-02-12,place-wimnl,895,515,1959
2667,2018-02-12,place-wondl,4403,753,6630
2668,2018-02-12,place-wtcst,93,559,810
2669,2018-02-13,place-alfcl,7332,2648,11524
2670,2018-02-13,place-andrw,2587,1672,5828
2671,2018-02-13,place-aport,2489,1579,6185
2672,2018-02-13,place-aqucl,265,1828,3101
2673,2018-02-13,place-armnl,756,4549,7116
2674,2018-02-13,place-asmnl,5217,1670,9237
2675,2018-02-13,place-astao,736,1710,3238
2676,2018-02-13,place-bbsta,4000,8098,15738
2677,2018-02-13,place-bmmnl,1886,412,3065
2678,2018-02-13,place-bomnl,136,1366,2176
2679,2018-02-13,place-boyls,689,2536,5408
2680,2018-02-13,place-brdwy,2466,2544,6385
2681,2018-02-13,place-brntn,2633,635,4385
2682,2018-02-13,place-ccmnl,1147,2082,5365
2683,2018-02-13,place-chncl,762,2957,6220
2684,2018-02-13,place-cntsq,4975,6077,14819
2685,2018-02-13,place-coecl,2329,5993,12176
2686,2018-02-13,place-crtst,232,1230,1955
2687,2018-02-13,place-davis,7828,1927,11800
2688,2018-02-13,place-dwnxg,2082,15809,24921
2689,2018-02-13,place-fldcr,2497,1135,5050
2690,2018-02-13,place-forhl,7709,2596,13426
2691,2018-02-13,place-gover,744,4510,7116
2692,2018-02-13,place-grnst,1916,596,3228
2693,2018-02-13,place-haecl,2979,3485,9862
2694,2018-02-13,place-harsq,5404,8089,18898
2695,2018-02-13,place-hymnl,1442,3302,7132
2696,2018-02-13,place-jaksn,2971,1456,5816
2697,2018-02-13,place-jfk,2396,3988,9186
2698,2018-02-13,place-kencl,1572,3015,6841
2699,2018-02-13,place-knncl,1568,11650,17047
2700,2018-02-13,place-lech,1860,2465,5809
2701,2018-02-13,place-masta,1737,2535,6085
2702,2018-02-13,place-mlmnl,7574,1700,11900
2703,2018-02-13,place-mvbcl,5578,2435,10924
2704,2018-02-13,place-north,6883,5710,18131
2705,2018-02-13,place-nqncy,5229,1706,8641
2706,2018-02-13,place-ogmnl,4852,796,6748
2707,2018-02-13,place-orhte,2407,679,4057
2708,2018-02-13,place-pktrm,1744,10002,16626
2709,2018-02-13,place-portr,5241,1454,8326
2710,2018-02-13,place-prmnl,611,1479,3113
2711,2018-02-13,place-qamnl,3550,684,4960
2712,2018-02-13,place-qnctr,5202,1261,8280
2713,2018-02-13,place-rbmnl,1514,534,3004
2714,2018-02-13,place-rcmnl,1592,1691,5004
2715,2018-02-13,place-river,809,541,1745
2716,2018-02-13,place-rugg,2237,5105,10381
2717,2018-02-13,place-sbmnl,2339,653,3638
2718,2018-02-13,place-sdmnl,204,38,310
2719,2018-02-13,place-shmnl,1337,461,2262
2720,2018-02-13,place-smmnl,1426,398,2362
2721,2018-02-13,place-spmnl,122,410,746
2722,2018-02-13,place-sstat,6362,11712,22332
2723,2018-02-13,place-state,899,8972,13551
2724,2018-02-13,place-sull,4105,2728,9151
2725,2018-02-13,place-symcl,548,566,1690
2726,2018-02-13,place-tumnl,1152,3453,6332
2727,2018-02-13,place-welln,4555,1416,7306
2728,2018-02-13,place-wimnl,1017,573,2148
2729,2018-02-13,place-wondl,4447,794,6713
2730,2018-02-13,place-wtcst,95,582,826
2731,2018-02-14,place-alfcl,7198,2640,11394
2732,2018-02-14,place-andrw,2542,1795,5987
2733,2018-02-14,place-aport,2408,1694,6329
2734,2018-02-14,place-aqucl,172,2250,3945
2735,2018-02-14,place-armnl,743,4336,7156
2736,2018-02-14,place-asmnl,5073,1653,9174
2737,2018-02-14,place-astao,746,1828,3535
2738,2018-02-14,place-bbsta,3777,8539,16364
2739,2018-02-14,place-bmmnl,1875,557,3296
2740,2018-02-14,place-bomnl,154,1328,2155
2741,2018-02-14,place-boyls,728,2578,5588
2742,2018-02-14,place-brdwy,2399,2418,6262
2743,2018-02-14,place-brntn,2620,717,4522
2744,2018-02-14,place-ccmnl,1111,2116,5536
2745,2018-02-14,place-chncl,794,3050,6471
2746,2018-02-14,place-cntsq,5445,6426,15922
2747,2018-02-14,place-coecl,2216,6295,12649
2748,2018-02-14,place-crtst,243,1160,1920
2749,2018-02-14,place-davis,6974,2023,11086
2750,2018-02-14,place-dwnxg,2301,16114,25581
2751,2018-02-14,place-fldcr,2545,1154,5232
2752,2018-02-14,place-forhl,7701,2727,13680
2753,2018-02-14,place-gover,758,4412,7330
2754,2018-02-14,place-grnst,1785,594,3099
2755,2018-02-14,place-haecl,3018,3822,10699
2756,2018-02-14,place-harsq,5316,8248,19469
2757,2018-02-14,place-hymnl,1406,3533,7719
2758,2018-02-14,place-jaksn,2731,1500,5727
2759,2018-02-14,place-jfk,2374,3849,9088
2760,2018-02-14,place-kencl,1504,3255,7135
2761,2018-02-14,place-knncl,1661,11532,16965
2762,2018-02-14,place-lech,1832,2436,5761
2763,2018-02-14,place-masta,1689,2647,6200
2764,2018-02-14,place-mlmnl,7329,1807,11863
2765,2018-02-14,place-mvbcl,5500,2600,11212
2766,2018-02-14,place-north,6653,5554,18281
2767,2018-02-14,place-nqncy,5283,1789,8684
2768,2018-02-14,place-ogmnl,4871,821,6788
2769,2018-02-14,place-orhte,2476,677,4106
2770,2018-02-14,place-pktrm,1777,10674,17856
2771,2018-02-14,place-portr,5214,1594,8432
2772,2018-02-14,place-prmnl,605,1647,3328
2773,2018-02-14,place-qamnl,3387,592,4739
2774,2018-02-14,place-qnctr,5100,1344,8241
2775,2018-02-14,place-rbmnl,1500,543,3019
2776,2018-02-14,place-rcmnl,1514,1884,4948
2777,2018-02-14,place-river,812,561,1733
2778,2018-02-14,place-rugg,2235,5111,10689
2779,2018-02-14,place-sbmnl,2270,653,3580
2780,2018-02-14,place-sdmnl,184,90,363
2781,2018-02-14,place-shmnl,1324,485,2348
2782,2018-02-14,place-smmnl,1477,434,2523
2783,2018-02-14,place-spmnl,130,395,688
2784,2018-02-14,place-sstat,5917,11390,21413
2785,2018-02-14,place-state,820,9168,13439
2786,2018-02-14,place-sull,4070,2633,9105
2787,2018-02-14,place-symcl,501,574,1664
2788,2018-02-14,place-tumnl,1025,3372,6317
2789,2018-02-14,place-welln,4562,1437,7425
2790,2018-02-14,place-wimnl,1033,521,2167
2791,2018-02-14,place-wondl,4482,803,6827
2792,2018-02-14,place-wtcst,76,544,768
2793,2018-02-15,place-alfcl,7190,2669,11529
2794,2018-02-15,place-andrw,2577,1658,5897
2795,2018-02-15,place-aport,2448,1558,6414
2796,2018-02-15,place-aqucl,285,2404,4281
2797,2018-02-15,place-armnl,745,4108,6853
2798,2018-02-15,place-asmnl,4978,1675,9065
2799,2018-02-15,place-astao,798,1631,3368
2800,2018-02-15,place-bbsta,3470,8220,15743
2801,2018-02-15,place-bmmnl,1864,507,3167
2802,2018-02-15,place-bomnl,157,1305,2121
2803,2018-02-15,place-boyls,678,2449,5562
2804,2018-02-15,place-brdwy,2361,2460,6131
2805,2018-02-15,place-brntn,2523,555,4250
2806,2018-02-15,place-ccmnl,1126,1943,5035
2807,2018-02-15,place-chncl,724,2842,6313
2808,2018-02-15,place-cntsq,5196,6046,15343
2809,2018-02-15,place-coecl,2258,5661,12008
2810,2018-02-15,place-crtst,232,1141,1917
2811,2018-02-15,place-davis,7630,2185,12027
2812,2018-02-15,place-dwnxg,2121,14364,23812
2813,2018-02-15,place-fldcr,2513,1052,5064
2814,2018-02-15,place-forhl,7527,2525,13124
2815,2018-02-15,place-gover,829,4366,7220
2816,2018-02-15,place-grnst,1576,620,2917
2817,2018-02-15,place-haecl,3030,3443,9795
2818,2018-02-15,place-harsq,5048,8134,18878
2819,2018-02-15,place-hymnl,1409,3366,7646
2820,2018-02-15,place-jaksn,2855,1332,5666
2821,2018-02-15,place-jfk,2369,3987,9114
2822,2018-02-15,place-kencl,1503,3133,7082
2823,2018-02-15,place-knncl,1757,11346,17041
2824,2018-02-15,place-lech,1794,2188,5375
2825,2018-02-15,place-masta,1684,2467,6161
2826,2018-02-15,place-mlmnl,7144,1590,11192
2827,2018-02-15,place-mvbcl,5528,2496,10995
2828,2018-02-15,place-north,6336,5448,14371
2829,2018-02-15,place-nqncy,4909,1670,8207
2830,2018-02-15,place-ogmnl,4754,551,6361
2831,2018-02-15,place-orhte,2337,641,3973
2832,2018-02-15,place-pktrm,1509,8784,15774
2833,2018-02-15,place-portr,5187,1551,8315
2834,2018-02-15,place-prmnl,590,1377,2957
2835,2018-02-15,place-qamnl,3381,560,4687
2836,2018-02-15,place-qnctr,5099,1218,8117
2837,2018-02-15,place-rbmnl,1510,607,3057
2838,2018-02-15,place-rcmnl,1406,1828,4753
2839,2018-02-15,place-river,772,408,1544
2840,2018-02-15,place-rugg,2215,4785,10271
2841,2018-02-15,place-sbmnl,2228,668,3611
2842,2018-02-15,place-sdmnl,248,80,420
2843,2018-02-15,place-shmnl,1348,520,2340
2844,2018-02-15,place-smmnl,1441,407,2414
2845,2018-02-15,place-spmnl,117,367,648
2846,2018-02-15,place-sstat,5935,11436,22227
2847,2018-02-15,place-state,893,9313,14201
2848,2018-02-15,place-sull,3979,2382,8694
2849,2018-02-15,place-symcl,533,531,1816
2850,2018-02-15,place-tumnl,1031,3292,6252
2851,2018-02-15,place-welln,4479,1190,7158
2852,2018-02-15,place-wimnl,1002,476,1991
2853,2018-02-15,place-wondl,4384,788,6588
2854,2018-02-15,place-wtcst,79,536,804
2855,2018-02-16,place-alfcl,6273,2637,10802
2856,2018-02-16,place-andrw,2425,1636,5863
2857,2018-02-16,place-aport,2593,1796,6922
2858,2018-02-16,place-aqucl,290,2240,4337
2859,2018-02-16,place-armnl,744,3613,6384
2860,2018-02-16,place-asmnl,4638,1563,8714
2861,2018-02-16,place-astao,655,1429,3132
2862,2018-02-16,place-bbsta,3181,7372,14866
2863,2018-02-16,place-bmmnl,1690,467,2953
2864,2018-02-16,place-bomnl,145,1185,1941
2865,2018-02-16,place-boyls,737,2823,6706
2866,2018-02-16,place-brdwy,2008,2118,5483
2867,2018-02-16,place-brntn,2387,704,4220
2868,2018-02-16,place-ccmnl,811,1220,3691
2869,2018-02-16,place-chncl,627,2811,6239
2870,2018-02-16,place-cntsq,4762,5776,15079
2871,2018-02-16,place-coecl,2027,5818,12059
2872,2018-02-16,place-crtst,208,1028,1812
2873,2018-02-16,place-davis,7014,2533,12279
2874,2018-02-16,place-dwnxg,2164,13814,23783
2875,2018-02-16,place-fldcr,2345,1012,4917
2876,2018-02-16,place-forhl,6973,2296,13010
2877,2018-02-16,place-gover,730,3844,6839
2878,2018-02-16,place-grnst,1739,632,3223
2879,2018-02-16,place-haecl,3014,4349,11516
2880,2018-02-16,place-harsq,4750,8705,20920
2881,2018-02-16,place-hymnl,1298,3556,7743
2882,2018-02-16,place-jaksn,2666,1345,5664
2883,2018-02-16,place-jfk,2180,2933,8110
2884,2018-02-16,place-kencl,1460,3118,7543
2885,2018-02-16,place-knncl,1785,10273,16539
2886,2018-02-16,place-lech,1603,2211,5426
2887,2018-02-16,place-masta,1555,2533,6127
2888,2018-02-16,place-mlmnl,6051,1601,10137
2889,2018-02-16,place-mvbcl,5296,2663,11096
2890,2018-02-16,place-north,5442,5172,13978
2891,2018-02-16,place-nqncy,4420,1523,7523
2892,2018-02-16,place-ogmnl,4178,678,5983
2893,2018-02-16,place-orhte,2199,732,3939
2894,2018-02-16,place-pktrm,1554,7929,15008
2895,2018-02-16,place-portr,4669,1561,7947
2896,2018-02-16,place-prmnl,549,1423,3168
2897,2018-02-16,place-qamnl,2721,585,4098
2898,2018-02-16,place-qnctr,4473,1123,7292
2899,2018-02-16,place-rbmnl,1436,568,2972
2900,2018-02-16,place-rcmnl,1382,1477,4709
2901,2018-02-16,place-river,614,498,1560
2902,2018-02-16,place-rugg,2189,4566,10006
2903,2018-02-16,place-sbmnl,2015,814,3564
2904,2018-02-16,place-sdmnl,213,136,469
2905,2018-02-16,place-shmnl,1236,411,2321
2906,2018-02-16,place-smmnl,1310,413,2300
2907,2018-02-16,place-spmnl,108,399,798
2908,2018-02-16,place-sstat,5023,10448,20618
2909,2018-02-16,place-state,848,8153,12946
2910,2018-02-16,place-sull,3728,2200,8286
2911,2018-02-16,place-symcl,466,785,1902
2912,2018-02-16,place-tumnl,918,2921,5584
2913,2018-02-16,place-welln,3906,1280,6598
2914,2018-02-16,place-wimnl,994,517,2158
2915,2018-02-16,place-wondl,3836,839,6219
2916,2018-02-16,place-wtcst,75,450,730
2917,2018-02-17,place-alfcl,1127,1447,4547
2918,2018-02-17,place-andrw,987,871,3160
2919,2018-02-17,place-aport,1415,1236,4648
2920,2018-02-17,place-aqucl,184,1271,2998
2921,2018-02-17,place-armnl,291,1650,3578
2922,2018-02-17,place-asmnl,1247,1033,3998
2923,2018-02-17,place-astao,189,1082,2291
2924,2018-02-17,place-bbsta,669,2822,6668
2925,2018-02-17,place-bmmnl,600,414,1678
2926,2018-02-17,place-bomnl,63,196,534
2927,2018-02-17,place-boyls,504,2301,6132
2928,2018-02-17,place-brdwy,519,805,2514
2929,2018-02-17,place-brntn,424,554,1728
2930,2018-02-17,place-ccmnl,273,574,1723
2931,2018-02-17,place-chncl,492,1731,4658
2932,2018-02-17,place-cntsq,1494,3314,8985
2933,2018-02-17,place-coecl,836,4569,9673
2934,2018-02-17,place-crtst,90,429,875
2935,2018-02-17,place-davis,1307,2198,6575
2936,2018-02-17,place-dwnxg,1132,5321,11695
2937,2018-02-17,place-fldcr,892,685,2695
2938,2018-02-17,place-forhl,1869,1612,6167
2939,2018-02-17,place-gover,277,1843,3873
2940,2018-02-17,place-grnst,368,505,1511
2941,2018-02-17,place-haecl,1455,3507,9039
2942,2018-02-17,place-harsq,1500,5382,14809
2943,2018-02-17,place-hymnl,537,2415,5440
2944,2018-02-17,place-jaksn,867,871,2952
2945,2018-02-17,place-jfk,768,877,2856
2946,2018-02-17,place-kencl,887,2009,5484
2947,2018-02-17,place-knncl,1642,2000,5912
2948,2018-02-17,place-lech,531,1511,3592
2949,2018-02-17,place-masta,615,1188,3376
2950,2018-02-17,place-mlmnl,2035,1271,5693
2951,2018-02-17,place-mvbcl,2041,1913,6727
2952,2018-02-17,place-north,777,2221,5905
2953,2018-02-17,place-nqncy,1287,821,3472
2954,2018-02-17,place-ogmnl,801,697,2446
2955,2018-02-17,place-orhte,716,586,2212
2956,2018-02-17,place-pktrm,668,3698,8172
2957,2018-02-17,place-portr,892,1564,4505
2958,2018-02-17,place-prmnl,261,1455,3151
2959,2018-02-17,place-qamnl,401,356,1309
2960,2018-02-17,place-qnctr,976,738,2974
2961,2018-02-17,place-rbmnl,665,379,1710
2962,2018-02-17,place-rcmnl,415,577,1827
2963,2018-02-17,place-river,200,292,894
2964,2018-02-17,place-rugg,876,1402,4199
2965,2018-02-17,place-sbmnl,465,629,1888
2966,2018-02-17,place-sdmnl,58,87,247
2967,2018-02-17,place-shmnl,358,280,1096
2968,2018-02-17,place-smmnl,325,238,956
2969,2018-02-17,place-spmnl,42,505,800
2970,2018-02-17,place-sstat,922,2638,6980
2971,2018-02-17,place-state,337,1978,4403
2972,2018-02-17,place-sull,1400,1248,4533
2973,2018-02-17,place-symcl,157,601,1671
2974,2018-02-17,place-tumnl,406,928,2583
2975,2018-02-17,place-welln,837,820,2840
2976,2018-02-17,place-wimnl,378,363,1248
2977,2018-02-17,place-wondl,1060,799,3217
2978,2018-02-17,place-wtcst,29,176,411
2979,2018-02-18,place-alfcl,687,907,3069
2980,2018-02-18,place-andrw,671,604,2242
2981,2018-02-18,place-aport,1109,1152,4090
2982,2018-02-18,place-aqucl,157,1041,2373
2983,2018-02-18,place-armnl,263,1143,2855
2984,2018-02-18,place-asmnl,810,699,2695
2985,2018-02-18,place-astao,126,851,1778
2986,2018-02-18,place-bbsta,508,2192,4994
2987,2018-02-18,place-bmmnl,429,298,1247
2988,2018-02-18,place-bomnl,54,174,463
2989,2018-02-18,place-boyls,322,1850,4638
2990,2018-02-18,place-brdwy,200,640,1688
2991,2018-02-18,place-brntn,255,292,1046
2992,2018-02-18,place-ccmnl,173,507,1186
2993,2018-02-18,place-chncl,318,1344,3576
2994,2018-02-18,place-cntsq,1229,2639,7217
2995,2018-02-18,place-coecl,679,3599,7414
2996,2018-02-18,place-crtst,91,314,690
2997,2018-02-18,place-davis,923,1493,4718
2998,2018-02-18,place-dwnxg,779,4129,8501
2999,2018-02-18,place-fldcr,657,462,1920
3000,2018-02-18,place-forhl,1174,1092,4182
3001,2018-02-18,place-gover,167,1508,2917
3002,2018-02-18,place-grnst,260,297,1032
3003,2018-02-18,place-haecl,1017,1947,5366
3004,2018-02-18,place-harsq,1201,5275,12582
3005,2018-02-18,place-hymnl,424,2544,5330
3006,2018-02-18,place-jaksn,595,643,2184
3007,2018-02-18,place-jfk,563,789,2390
3008,2018-02-18,place-kencl,603,1602,4324
3009,2018-02-18,place-knncl,1463,1852,5218
3010,2018-02-18,place-lech,390,1301,2708
3011,2018-02-18,place-masta,454,964,2664
3012,2018-02-18,place-mlmnl,1399,1012,4139
3013,2018-02-18,place-mvbcl,1510,1362,4905
3014,2018-02-18,place-north,573,1921,4802
3015,2018-02-18,place-nqncy,965,551,2482
3016,2018-02-18,place-ogmnl,559,456,1816
3017,2018-02-18,place-orhte,419,426,1547
3018,2018-02-18,place-pktrm,536,2987,6709
3019,2018-02-18,place-portr,641,1089,3483
3020,2018-02-18,place-prmnl,247,1131,2409
3021,2018-02-18,place-qamnl,229,208,831
3022,2018-02-18,place-qnctr,743,547,2151
3023,2018-02-18,place-rbmnl,501,293,1377
3024,2018-02-18,place-rcmnl,255,459,1296
3025,2018-02-18,place-river,116,210,595
3026,2018-02-18,place-rugg,689,1112,3295
3027,2018-02-18,place-sbmnl,321,383,1272
3028,2018-02-18,place-sdmnl,31,72,170
3029,2018-02-18,place-shmnl,249,213,844
3030,2018-02-18,place-smmnl,258,205,820
3031,2018-02-18,place-spmnl,28,387,638
3032,2018-02-18,place-sstat,570,2339,5920
3033,2018-02-18,place-state,265,1656,3359
3034,2018-02-18,place-sull,971,771,2995
3035,2018-02-18,place-symcl,109,537,1089
3036,2018-02-18,place-tumnl,386,758,2126
3037,2018-02-18,place-welln,369,435,1383
3038,2018-02-18,place-wimnl,189,311,833
3039,2018-02-18,place-wondl,767,584,2387
3040,2018-02-18,place-wtcst,59,169,383
3041,2018-02-19,place-alfcl,2104,1298,5038
3042,2018-02-19,place-andrw,1171,980,3434
3043,2018-02-19,place-aport,1509,1549,5475
3044,2018-02-19,place-aqucl,127,1454,2935
3045,2018-02-19,place-armnl,377,2505,4347
3046,2018-02-19,place-asmnl,1707,1007,4477
3047,2018-02-19,place-astao,321,1044,2315
3048,2018-02-19,place-bbsta,873,4386,8172
3049,2018-02-19,place-bmmnl,700,398,1727
3050,2018-02-19,place-bomnl,63,350,675
3051,2018-02-19,place-boyls,462,1836,4322
3052,2018-02-19,place-brdwy,805,981,2873
3053,2018-02-19,place-brntn,865,538,2063
3054,2018-02-19,place-ccmnl,315,487,1333
3055,2018-02-19,place-chncl,397,1727,4037
3056,2018-02-19,place-cntsq,2019,3330,8725
3057,2018-02-19,place-coecl,1005,4646,9032
3058,2018-02-19,place-crtst,139,672,1259
3059,2018-02-19,place-davis,2441,1598,6385
3060,2018-02-19,place-dwnxg,1131,6907,12804
3061,2018-02-19,place-fldcr,946,689,2762
3062,2018-02-19,place-forhl,2449,1497,6215
3063,2018-02-19,place-gover,340,2015,3703
3064,2018-02-19,place-grnst,608,348,1501
3065,2018-02-19,place-haecl,1543,2173,6590
3066,2018-02-19,place-harsq,2053,5639,13303
3067,2018-02-19,place-hymnl,618,2410,5121
3068,2018-02-19,place-jaksn,1013,885,3092
3069,2018-02-19,place-jfk,896,799,2804
3070,2018-02-19,place-kencl,853,1683,4424
3071,2018-02-19,place-knncl,1441,3610,7530
3072,2018-02-19,place-lech,759,1606,3793
3073,2018-02-19,place-masta,721,1109,3084
3074,2018-02-19,place-mlmnl,2710,1197,6067
3075,2018-02-19,place-mvbcl,2493,1846,6853
3076,2018-02-19,place-north,1390,2987,6689
3077,2018-02-19,place-nqncy,1874,938,4067
3078,2018-02-19,place-ogmnl,1512,439,2808
3079,2018-02-19,place-orhte,902,605,2400
3080,2018-02-19,place-pktrm,792,4083,8176
3081,2018-02-19,place-portr,1660,1295,4449
3082,2018-02-19,place-prmnl,280,1202,2534
3083,2018-02-19,place-qamnl,879,355,1755
3084,2018-02-19,place-qnctr,1597,739,3550
3085,2018-02-19,place-rbmnl,787,464,2035
3086,2018-02-19,place-rcmnl,525,491,1740
3087,2018-02-19,place-river,304,258,876
3088,2018-02-19,place-rugg,936,1539,4213
3089,2018-02-19,place-sbmnl,667,450,1833
3090,2018-02-19,place-sdmnl,56,70,203
3091,2018-02-19,place-shmnl,424,267,1141
3092,2018-02-19,place-smmnl,422,216,1124
3093,2018-02-19,place-spmnl,62,489,838
3094,2018-02-19,place-sstat,1549,4991,10677
3095,2018-02-19,place-state,421,3318,5885
3096,2018-02-19,place-sull,1756,1143,4580
3097,2018-02-19,place-symcl,208,376,995
3098,2018-02-19,place-tumnl,492,992,2471
