,date,stop_id,am_rush,pm_rush,full_day
260,2023-01-05,place-armnl,342,1609,2924
261,2023-01-05,place-asmnl,1606,880,3732
262,2023-01-05,place-astao,481,770,1900
263,2023-01-05,place-bbsta,1065,3378,6346
264,2023-01-05,place-bmmnl,1187,457,2353
265,2023-01-05,place-bomnl,117,896,1442
266,2023-01-05,place-boyls,392,1323,2701
267,2023-01-05,place-brdwy,1209,1159,3225
268,2023-01-05,place-brntn,1140,344,2085
269,2023-01-05,place-ccmnl,400,593,1468
270,2023-01-05,place-chmnl,792,3120,5104
271,2023-01-05,place-chncl,311,1161,2481
272,2023-01-05,place-cntsq,2273,3027,7431
273,2023-01-05,place-coecl,913,3566,6830
274,2023-01-05,place-crtst,123,1013,1650
275,2023-01-05,place-davis,2307,933,4142
276,2023-01-05,place-dwnxg,902,5539,9198
277,2023-01-05,place-fldcr,1271,580,2724
278,2023-01-05,place-forhl,2855,1220,5658
279,2023-01-05,place-gover,435,2550,4160
280,2023-01-05,place-grnst,737,371,1512
281,2023-01-05,place-haecl,1476,1508,4694
282,2023-01-05,place-harsq,1956,3413,7792
283,2023-01-05,place-hymnl,509,1938,3791
284,2023-01-05,place-jaksn,1019,537,2166
285,2023-01-05,place-jfk,1070,1056,2955
286,2023-01-05,place-kencl,611,1359,3008
287,2023-01-05,place-knncl,796,5022,7673
288,2023-01-05,place-lech,587,1096,1963
289,2023-01-05,place-masta,532,1043,2347
290,2023-01-05,place-mlmnl,2533,775,4721
291,2023-01-05,place-mvbcl,3097,1908,7233
292,2023-01-05,place-north,2694,3386,8749
293,2023-01-05,place-nqncy,1431,500,2633
294,2023-01-05,place-ogmnl,1924,333,2800
295,2023-01-05,place-orhte,1558,613,3155
296,2023-01-05,place-pktrm,702,3838,6536
297,2023-01-05,place-portr,1884,891,3713
298,2023-01-05,place-prmnl,301,1074,2100
299,2023-01-05,place-qamnl,936,221,1581
300,2023-01-05,place-qnctr,1681,576,3221
301,2023-01-05,place-rbmnl,1028,486,2263
302,2023-01-05,place-rcmnl,438,766,1932
303,2023-01-05,place-river,297,134,579
304,2023-01-05,place-rugg,588,2005,3819
305,2023-01-05,place-sbmnl,822,430,1597
306,2023-01-05,place-sdmnl,283,95,515
307,2023-01-05,place-shmnl,594,250,1123
308,2023-01-05,place-smmnl,599,218,1189
309,2023-01-05,place-spmnl,50,328,488
310,2023-01-05,place-sstat,2848,4890,10066
311,2023-01-05,place-state,400,3702,6073
312,2023-01-05,place-sull,1520,1109,3893
313,2023-01-05,place-symcl,200,307,898
314,2023-01-05,place-tumnl,505,1761,3242
315,2023-01-05,place-welln,1492,644,2882
316,2023-01-05,place-wimnl,549,394,1392
317,2023-01-05,place-wlsta,1169,207,1821
318,2023-01-05,place-wondl,1874,520,3343
319,2023-01-05,place-wtcst,122,424,825
320,2023-01-06,place-alfcl,1770,883,3425
321,2023-01-06,place-andrw,1090,872,3031
322,2023-01-06,place-aport,1634,1490,5280
323,2023-01-06,place-aqucl,132,874,1942
324,2023-01-06,place-armnl,329,1267,2651
325,2023-01-06,place-asmnl,1753,738,3788
326,2023-01-06,place-astao,315,689,1699
327,2023-01-06,place-bbsta,906,2601,5657
328,2023-01-06,place-bmmnl,1065,352,2070
329,2023-01-06,place-bomnl,134,681,1275
330,2023-01-06,place-boyls,361,1116,2623
331,2023-01-06,place-brdwy,799,1030,2718
332,2023-01-06,place-brntn,800,304,1721
333,2023-01-06,place-ccmnl,304,401,1203
334,2023-01-06,place-chmnl,684,2806,4811
335,2023-01-06,place-chncl,274,1010,2384
336,2023-01-06,place-cntsq,1695,2726,6914
337,2023-01-06,place-coecl,891,2863,6351
338,2023-01-06,place-crtst,115,703,1343
339,2023-01-06,place-davis,1643,878,3510
340,2023-01-06,place-dwnxg,836,3965,7688
341,2023-01-06,place-fldcr,1116,501,2484
342,2023-01-06,place-forhl,2492,1142,5341
343,2023-01-06,place-gover,423,1943,3584
344,2023-01-06,place-grnst,578,356,1348
345,2023-01-06,place-haecl,1388,1747,5291
346,2023-01-06,place-harsq,1554,3057,7159
347,2023-01-06,place-hymnl,397,1658,3497
348,2023-01-06,place-jaksn,874,543,2042
349,2023-01-06,place-jfk,880,909,2597
350,2023-01-06,place-kencl,494,1340,3243
351,2023-01-06,place-knncl,620,3642,6288
352,2023-01-06,place-lech,358,683,1405
353,2023-01-06,place-masta,507,977,2349
354,2023-01-06,place-mlmnl,2079,679,4117
355,2023-01-06,place-mvbcl,2996,2051,7334
356,2023-01-06,place-north,1991,2674,6825
357,2023-01-06,place-nqncy,1130,482,2333
358,2023-01-06,place-ogmnl,1286,365,2176
359,2023-01-06,place-orhte,1358,581,2880
360,2023-01-06,place-pktrm,657,2550,5311
361,2023-01-06,place-portr,1379,940,3341
362,2023-01-06,place-prmnl,271,1221,2421
363,2023-01-06,place-qamnl,625,209,1223
364,2023-01-06,place-qnctr,1358,544,2827
365,2023-01-06,place-rbmnl,1008,456,2315
366,2023-01-06,place-rcmnl,376,634,1928
367,2023-01-06,place-river,217,109,478
368,2023-01-06,place-rugg,843,1687,3946
369,2023-01-06,place-sbmnl,663,457,1522
370,2023-01-06,place-sdmnl,259,82,460
371,2023-01-06,place-shmnl,458,238,971
372,2023-01-06,place-smmnl,558,201,1122
373,2023-01-06,place-spmnl,31,248,411
374,2023-01-06,place-sstat,2234,3118,7713
375,2023-01-06,place-state,431,2874,5292
376,2023-01-06,place-sull,1238,967,3502
377,2023-01-06,place-symcl,169,465,995
378,2023-01-06,place-tumnl,450,1653,3142
379,2023-01-06,place-welln,1179,594,2543
380,2023-01-06,place-wimnl,483,360,1291
381,2023-01-06,place-wlsta,922,224,1545
382,2023-01-06,place-wondl,1377,506,2786
383,2023-01-06,place-wtcst,95,300,699
384,2023-01-07,place-alfcl,389,813,2258
385,2023-01-07,place-andrw,5,4,11
386,2023-01-07,place-aport,1125,1372,4562
387,2023-01-07,place-aqucl,115,937,2123
388,2023-01-07,place-armnl,168,1015,2292
389,2023-01-07,place-asmnl,26,4,42
390,2023-01-07,place-astao,156,1096,2353
391,2023-01-07,place-bbsta,290,2021,4330
392,2023-01-07,place-bmmnl,571,402,1624
393,2023-01-07,place-bomnl,82,234,590
394,2023-01-07,place-boyls,225,1074,2706
395,2023-01-07,place-brntn,177,294,920
396,2023-01-07,place-ccmnl,150,280,863
397,2023-01-07,place-chmnl,236,788,1800
398,2023-01-07,place-chncl,183,1038,2312
399,2023-01-07,place-cntsq,698,1946,5241
400,2023-01-07,place-coecl,438,3245,6784
401,2023-01-07,place-crtst,73,378,833
402,2023-01-07,place-davis,426,760,2353
403,2023-01-07,place-dwnxg,486,2686,5599
404,2023-01-07,place-forhl,841,873,3175
405,2023-01-07,place-gover,526,1887,4584
406,2023-01-07,place-grnst,196,313,935
407,2023-01-07,place-haecl,16,19,83
408,2023-01-07,place-harsq,655,2335,5653
409,2023-01-07,place-hymnl,280,2059,4199
410,2023-01-07,place-jaksn,380,357,1305
411,2023-01-07,place-jfk,24,13,98
412,2023-01-07,place-kencl,337,2031,5111
413,2023-01-07,place-knncl,307,1078,2592
414,2023-01-07,place-lech,203,816,1606
415,2023-01-07,place-masta,270,626,1769
416,2023-01-07,place-mlmnl,986,762,3152
417,2023-01-07,place-mvbcl,1760,1952,6515
418,2023-01-07,place-north,1023,2572,6912
419,2023-01-07,place-ogmnl,328,554,1589
420,2023-01-07,place-orhte,671,608,2292
421,2023-01-07,place-pktrm,408,2346,5389
422,2023-01-07,place-portr,393,920,2469
423,2023-01-07,place-prmnl,210,1117,2426
424,2023-01-07,place-qamnl,154,158,554
425,2023-01-07,place-qnctr,333,400,1348
426,2023-01-07,place-rbmnl,640,436,1822
427,2023-01-07,place-rcmnl,214,316,1054
428,2023-01-07,place-river,131,195,805
429,2023-01-07,place-rugg,450,818,2455
430,2023-01-07,place-sbmnl,235,369,1100
431,2023-01-07,place-sdmnl,88,95,313
432,2023-01-07,place-smmnl,22,10,52
433,2023-01-07,place-spmnl,25,264,491
434,2023-01-07,place-sstat,569,1569,4027
435,2023-01-07,place-state,317,1790,4028
436,2023-01-07,place-sull,672,709,2511
437,2023-01-07,place-symcl,73,279,826
438,2023-01-07,place-tumnl,227,636,1646
439,2023-01-07,place-welln,429,608,1820
440,2023-01-07,place-wimnl,265,284,1016
441,2023-01-07,place-wlsta,270,98,572
442,2023-01-07,place-wondl,668,527,2165
443,2023-01-07,place-wtcst,40,114,379
444,2023-01-08,place-alfcl,329,408,1448
445,2023-01-08,place-andrw,3,3,11
446,2023-01-08,place-aport,955,1224,4039
447,2023-01-08,place-aqucl,42,669,1242
448,2023-01-08,place-armnl,148,694,1541
449,2023-01-08,place-astao,106,822,1586
450,2023-01-08,place-bbsta,270,1576,3330
451,2023-01-08,place-bmmnl,426,365,1331
452,2023-01-08,place-bomnl,59,221,500
453,2023-01-08,place-boyls,185,835,1881
454,2023-01-08,place-brntn,100,144,468
455,2023-01-08,place-ccmnl,123,243,663
456,2023-01-08,place-chmnl,182,608,1379
457,2023-01-08,place-chncl,170,743,1710
458,2023-01-08,place-cntsq,546,1474,3846
459,2023-01-08,place-coecl,307,2537,4857
460,2023-01-08,place-crtst,51,305,649
461,2023-01-08,place-davis,339,604,1806
462,2023-01-08,place-dwnxg,366,1664,3119
463,2023-01-08,place-forhl,585,544,2259
464,2023-01-08,place-gover,359,1133,2584
465,2023-01-08,place-grnst,155,175,626
466,2023-01-08,place-haecl,17,37,92
467,2023-01-08,place-harsq,563,1860,4432
468,2023-01-08,place-hymnl,237,1616,3105
469,2023-01-08,place-jaksn,313,335,1081
470,2023-01-08,place-jfk,28,14,79
471,2023-01-08,place-kencl,264,714,1840
472,2023-01-08,place-knncl,244,874,2029
473,2023-01-08,place-lech,113,237,633
474,2023-01-08,place-masta,198,523,1271
475,2023-01-08,place-mlmnl,715,519,2194
476,2023-01-08,place-mvbcl,1378,1335,4683
477,2023-01-08,place-north,686,1750,4357
478,2023-01-08,place-ogmnl,282,186,885
479,2023-01-08,place-orhte,509,484,1704
480,2023-01-08,place-pktrm,328,1901,3869
481,2023-01-08,place-portr,327,695,1978
482,2023-01-08,place-prmnl,182,928,1910
483,2023-01-08,place-qamnl,115,95,348
484,2023-01-08,place-qnctr,283,286,987
485,2023-01-08,place-rbmnl,517,368,1498
486,2023-01-08,place-rcmnl,191,307,876
487,2023-01-08,place-river,59,70,245
488,2023-01-08,place-rugg,447,694,2238
489,2023-01-08,place-sbmnl,202,249,841
490,2023-01-08,place-sdmnl,58,91,253
491,2023-01-08,place-smmnl,1,14,16
492,2023-01-08,place-spmnl,30,209,393
493,2023-01-08,place-sstat,558,1342,3482
494,2023-01-08,place-state,221,1394,2742
495,2023-01-08,place-sull,610,460,1852
496,2023-01-08,place-symcl,74,313,649
497,2023-01-08,place-tumnl,196,530,1285
498,2023-01-08,place-welln,240,362,1123
499,2023-01-08,place-wimnl,246,257,820
500,2023-01-08,place-wlsta,97,45,255
501,2023-01-08,place-wondl,498,395,1582
502,2023-01-08,place-wtcst,55,126,349
503,2023-01-09,place-alfcl,2265,1051,4124
504,2023-01-09,place-andrw,1202,969,3203
505,2023-01-09,place-aport,1748,1568,5317
506,2023-01-09,place-aqucl,113,982,1756
507,2023-01-09,place-armnl,321,1508,2642
508,2023-01-09,place-asmnl,1931,892,4256
509,2023-01-09,place-astao,460,942,2062
510,2023-01-09,place-bbsta,1093,3039,5933
511,2023-01-09,place-bmmnl,1150,461,2399
512,2023-01-09,place-bomnl,108,884,1455
513,2023-01-09,place-boyls,363,1347,2712
514,2023-01-09,place-brdwy,1016,1191,3065
515,2023-01-09,place-brntn,1097,391,2120
516,2023-01-09,place-ccmnl,377,639,1548
517,2023-01-09,place-chmnl,788,3012,4992
518,2023-01-09,place-chncl,306,1245,2519
519,2023-01-09,place-cntsq,2137,3108,7294
520,2023-01-09,place-coecl,937,3157,6180
521,2023-01-09,place-crtst,121,832,1384
522,2023-01-09,place-davis,2199,841,3876
523,2023-01-09,place-dwnxg,879,5267,8488
524,2023-01-09,place-fldcr,1197,599,2656
525,2023-01-09,place-forhl,2920,1319,5784
526,2023-01-09,place-gover,434,2449,3980
527,2023-01-09,place-grnst,755,374,1546
528,2023-01-09,place-haecl,1369,1614,4541
529,2023-01-09,place-harsq,1874,3199,7294
530,2023-01-09,place-hymnl,535,1895,3576
531,2023-01-09,place-jaksn,1044,624,2277
532,2023-01-09,place-jfk,1043,1072,2990
533,2023-01-09,place-kencl,578,1483,3026
534,2023-01-09,place-knncl,676,4848,7087
535,2023-01-09,place-lech,374,1212,1864
536,2023-01-09,place-masta,614,1093,2501
537,2023-01-09,place-mlmnl,2575,881,4869
538,2023-01-09,place-mvbcl,3254,2027,7479
539,2023-01-09,place-north,2457,2941,10162
540,2023-01-09,place-nqncy,1244,524,2426
541,2023-01-09,place-ogmnl,1809,501,2864
542,2023-01-09,place-orhte,1477,613,3061
543,2023-01-09,place-pktrm,693,3538,5995
544,2023-01-09,place-portr,1634,808,3191
545,2023-01-09,place-prmnl,416,1071,2120
546,2023-01-09,place-qamnl,803,341,1544
547,2023-01-09,place-qnctr,1686,643,4052
548,2023-01-09,place-rbmnl,977,459,2219
549,2023-01-09,place-rcmnl,535,847,2090
550,2023-01-09,place-river,296,173,645
551,2023-01-09,place-rugg,1138,2760,5815
552,2023-01-09,place-sbmnl,870,400,1647
553,2023-01-09,place-sdmnl,276,83,483
554,2023-01-09,place-shmnl,529,222,1011
555,2023-01-09,place-smmnl,645,200,1195
556,2023-01-09,place-spmnl,51,285,438
557,2023-01-09,place-sstat,2667,4287,9112
558,2023-01-09,place-state,443,4117,6465
559,2023-01-09,place-sull,1480,1278,4010
560,2023-01-09,place-symcl,258,298,853
561,2023-01-09,place-tumnl,503,1869,3440
562,2023-01-09,place-welln,1391,785,2961
563,2023-01-09,place-wimnl,580,382,1405
564,2023-01-09,place-wlsta,846,141,1303
565,2023-01-09,place-wondl,1648,582,3092
566,2023-01-09,place-wtcst,122,401,755
567,2023-01-10,place-alfcl,2799,1084,4707
568,2023-01-10,place-andrw,1391,966,3373
569,2023-01-10,place-aport,1853,1515,5346
570,2023-01-10,place-aqucl,131,1076,1830
571,2023-01-10,place-armnl,338,1905,3137
572,2023-01-10,place-asmnl,2176,888,4464
573,2023-01-10,place-astao,608,904,2215
574,2023-01-10,place-bbsta,1309,3744,7006
575,2023-01-10,place-bmmnl,1242,489,2476
576,2023-01-10,place-bomnl,96,936,1482
577,2023-01-10,place-boyls,404,1631,3245
578,2023-01-10,place-brdwy,1337,1539,3770
579,2023-01-10,place-brntn,1273,344,2260
580,2023-01-10,place-ccmnl,458,683,1657
581,2023-01-10,place-chmnl,870,3278,5308
582,2023-01-10,place-chncl,347,1306,2729
583,2023-01-10,place-cntsq,2589,3421,8315
584,2023-01-10,place-coecl,1106,3885,7141
585,2023-01-10,place-crtst,137,1191,1813
586,2023-01-10,place-davis,2601,931,4438
587,2023-01-10,place-dwnxg,920,6362,10137
588,2023-01-10,place-fldcr,1285,539,2683
589,2023-01-10,place-forhl,3278,1236,6108
590,2023-01-10,place-gover,427,2320,3704
591,2023-01-10,place-grnst,868,354,1689
592,2023-01-10,place-haecl,1544,1655,4821
593,2023-01-10,place-harsq,2182,3572,8141
594,2023-01-10,place-hymnl,634,2028,3872
595,2023-01-10,place-jaksn,1100,639,2347
596,2023-01-10,place-jfk,1238,1100,3146
597,2023-01-10,place-kencl,689,1577,3227
598,2023-01-10,place-knncl,834,5979,8754
599,2023-01-10,place-lech,487,775,1643
600,2023-01-10,place-masta,714,1141,2663
601,2023-01-10,place-mlmnl,2884,812,5211
602,2023-01-10,place-mvbcl,3693,2014,7962
603,2023-01-10,place-north,2872,3525,8373
604,2023-01-10,place-nqncy,1652,609,2999
605,2023-01-10,place-ogmnl,2267,324,3180
606,2023-01-10,place-orhte,1679,621,3269
607,2023-01-10,place-pktrm,804,4351,7314
608,2023-01-10,place-portr,2097,855,3775
